date,Ticker,shifted_prices,Close,ema_20,ema_200,ema_50
2021-02-16 00:00:00-05:00,ABNB,200.43,209.86,192.4406095637187,154.53115319701334,174.35675267801483
2021-02-17 00:00:00-05:00,ABNB,199.88,201.96,193.34721817669788,155.00308202092367,175.43923296515152
2021-02-18 00:00:00-05:00,ABNB,211.66,198.04,193.79414977891713,155.43131006051647,176.32553755475342
2021-02-19 00:00:00-05:00,ABNB,216.84,201.07,194.48708789521075,155.88542637832228,177.2959086310376
2021-02-22 00:00:00-05:00,ABNB,212.68,195.34,194.5683176194764,156.27800920042853,178.00352005727143
2021-02-23 00:00:00-05:00,ABNB,209.86,187.59,193.90371594143105,156.58957129793671,178.37946044718237
2021-02-24 00:00:00-05:00,ABNB,201.96,200.2,194.50336204224715,157.0235059118876,179.2351678806262
2021-02-25 00:00:00-05:00,ABNB,198.04,182.06,193.31827994298553,157.27262525604795,179.3459456107977
2021-02-26 00:00:00-05:00,ABNB,201.07,206.35,194.55939613889166,157.76095734305244,180.40492813586448
2021-03-01 00:00:00-05:00,ABNB,195.34,196.42,194.73659650661625,158.14562443416636,181.03297016975216
2021-03-02 00:00:00-05:00,ABNB,187.59,189.9,194.2759682678909,158.46158837014482,181.3806968297619
2021-03-03 00:00:00-05:00,ABNB,200.2,180.4,192.9544474804727,158.6798810231782,181.34223813055556
2021-03-04 00:00:00-05:00,ABNB,182.06,180.23,191.74259533947532,158.89431006772372,181.29862094896515
2021-03-05 00:00:00-05:00,ABNB,206.35,179.81,190.60615768809672,159.10242638545782,181.2402436568489
2021-03-08 00:00:00-05:00,ABNB,196.42,180.81,189.67319028923035,159.31842214281644,181.22337135658032
2021-03-09 00:00:00-05:00,ABNB,189.9,183.11,189.04812454739888,159.5551542607984,181.29735679357717
2021-03-10 00:00:00-05:00,ABNB,180.4,183.79,188.54735078097994,159.79629700447205,181.39510750755454
2021-03-11 00:00:00-05:00,ABNB,180.23,197.87,189.43522213517232,160.17513982034797,182.04118172294457
2021-03-12 00:00:00-05:00,ABNB,179.81,206.74,191.08329621753686,160.63847176243405,183.00976283184872
2021-03-15 00:00:00-04:00,ABNB,180.81,209.99,192.88393467300955,161.1295317448974,184.0678113482468
2021-03-16 00:00:00-04:00,ABNB,183.11,200.01,193.56260756129436,161.51640207579396,184.69299521694302
2021-03-17 00:00:00-04:00,ABNB,183.79,201.36,194.30521636498062,161.9128557864826,185.34660324765113
2021-03-18 00:00:00-04:00,ABNB,197.87,191.45,194.03329099688722,162.2067577189554,185.58595213990012
2021-03-19 00:00:00-04:00,ABNB,206.74,194.39,194.06726328289795,162.52698898543346,185.93120891872758
2021-03-22 00:00:00-04:00,ABNB,209.99,195.0,194.1560953511934,162.85010352289186,186.28684778465984
2021-03-23 00:00:00-04:00,ABNB,200.01,187.14,193.48789579393687,163.09179403510188,186.32030473428102
2021-03-24 00:00:00-04:00,ABNB,201.36,178.85,192.0938104802286,163.24859210440437,186.0273516074465
2021-03-25 00:00:00-04:00,ABNB,191.45,176.16,190.57630472020682,163.37706382475855,185.6403966424486
2021-03-26 00:00:00-04:00,ABNB,194.39,174.4,189.0357042706633,163.48674478172614,185.19959677411728
2021-03-29 00:00:00-04:00,ABNB,195.0,182.5,188.41325624488584,163.67593140081345,185.09373023395582
2021-03-30 00:00:00-04:00,ABNB,187.14,183.1,187.907231840611,163.86920571523322,185.015544734585
2021-03-31 00:00:00-04:00,ABNB,178.85,187.94,187.91035261769565,164.10871610612642,185.13022925479737
2021-04-01 00:00:00-04:00,ABNB,176.16,188.24,187.94174760648653,164.34882838367741,185.2521810487269
2021-04-05 00:00:00-04:00,ABNB,174.4,186.69,187.82253354872591,164.5711285987652,185.30856610563958
2021-04-06 00:00:00-04:00,ABNB,182.5,190.03,188.03276844884726,164.8244507022601,185.49372037600668
2021-04-07 00:00:00-04:00,ABNB,183.1,179.94,187.2620285965761,164.9748541778595,185.27592742008486
2021-04-08 00:00:00-04:00,ABNB,187.94,180.18,186.58754968261647,165.1261491611644,185.07608712910115
2021-04-09 00:00:00-04:00,ABNB,188.24,179.5,185.91254495093872,165.2691725525956,184.857417045607
2021-04-12 00:00:00-04:00,ABNB,186.69,176.49,185.01515971751598,165.38082257694788,184.5292830438185
2021-04-13 00:00:00-04:00,ABNB,190.03,177.95,184.34228736346685,165.5058890189683,184.2712719440609
2021-04-14 00:00:00-04:00,ABNB,179.94,176.43,183.5887361859938,165.61458664067013,183.9637710835095
2021-04-15 00:00:00-04:00,ABNB,180.18,175.35,182.80409464447058,165.7114564253401,183.62597613905814
2021-04-16 00:00:00-04:00,ABNB,179.5,178.69,182.41227610690194,165.8405961624014,183.43240844733037
2021-04-19 00:00:00-04:00,ABNB,176.49,174.58,181.66634504910175,165.92755540456656,183.08525517488604
2021-04-20 00:00:00-04:00,ABNB,177.95,169.57,180.51431218728254,165.96379863437187,182.55524516802777
2021-04-21 00:00:00-04:00,ABNB,176.43,167.07,179.23390150277945,165.97480561313435,181.94798065163454
2021-04-22 00:00:00-04:00,ABNB,175.35,170.71,178.4221013596576,166.02192197519273,181.50727552804102
2021-04-23 00:00:00-04:00,ABNB,178.69,174.25,178.02475837302356,166.10379339832514,181.2226764877257
2021-04-26 00:00:00-04:00,ABNB,174.58,174.88,177.72525757559274,166.19111883714777,180.97394407644234
2021-04-27 00:00:00-04:00,ABNB,169.57,177.94,177.7457092350601,166.3080231273254,180.85496587736617
2021-04-28 00:00:00-04:00,ABNB,167.07,180.0,177.9604035936258,166.44426170317294,180.82143780374398
2021-04-29 00:00:00-04:00,ABNB,170.71,177.68,177.93369848947097,166.55606009418617,180.69824416438146
2021-04-30 00:00:00-04:00,ABNB,174.25,172.71,177.43620339523565,166.61729332707984,180.3849796873469
2021-05-03 00:00:00-04:00,ABNB,174.88,168.11,176.54799354807034,166.63214612979547,179.90360793490194
2021-05-04 00:00:00-04:00,ABNB,177.94,168.9,175.81961321015888,166.65471183994677,179.47209389823914
2021-05-05 00:00:00-04:00,ABNB,180.0,162.33,174.5348881425247,166.61167988134034,178.7998549218376
2021-05-06 00:00:00-04:00,ABNB,177.68,153.64,172.54489879561757,166.48260843973497,177.81319394451066
2021-05-07 00:00:00-04:00,ABNB,172.71,151.21,170.5130036722254,166.33064218660328,176.76993143688279
2021-05-10 00:00:00-04:00,ABNB,168.11,146.73,168.24795570344205,166.13561092106494,175.5918949099462
2021-05-11 00:00:00-04:00,ABNB,168.9,142.73,165.81767420787614,165.9027192701091,174.30319314877184
2021-05-12 00:00:00-04:00,ABNB,162.33,140.25,163.38265761664985,165.64746833209807,172.96777380960432
2021-05-13 00:00:00-04:00,ABNB,153.64,135.75,160.75097593887367,165.34998108501253,171.50825326805122
2021-05-14 00:00:00-04:00,ABNB,151.21,141.2,158.8889782304095,165.1096827657587,170.31969431636296
2021-05-17 00:00:00-04:00,ABNB,146.73,132.5,156.37574220846574,164.785208310378,168.83656904905462
2021-05-18 00:00:00-04:00,ABNB,142.73,135.02,154.34186199813567,164.48903708340907,167.5104290863466
2021-05-19 00:00:00-04:00,ABNB,140.25,138.19,152.80358942688466,164.22735512238015,166.3606083378624
2021-05-20 00:00:00-04:00,ABNB,135.75,136.2,151.2222951957528,163.9484759669336,165.17783938343644
2021-05-21 00:00:00-04:00,ABNB,141.2,134.71,149.64969565330014,163.65754585780988,163.98302215271343
2021-05-24 00:00:00-04:00,ABNB,132.5,135.91,148.3411532101287,163.3814508741501,162.88211932319527
2021-05-25 00:00:00-04:00,ABNB,135.02,133.99,146.97437671392598,163.08899862664612,161.74909503601114
2021-05-26 00:00:00-04:00,ABNB,138.19,134.75,145.81015036021873,162.80701854080885,160.69030699538325
2021-05-27 00:00:00-04:00,ABNB,136.2,143.17,145.5587074687693,162.61162532149734,160.0032361328192
2021-05-28 00:00:00-04:00,ABNB,134.71,140.4,145.06740199555318,162.39061412426852,159.23448177466943
2021-06-01 00:00:00-04:00,ABNB,135.91,144.31,144.99526847216717,162.21070751606686,158.64920797958436
2021-06-02 00:00:00-04:00,ABNB,133.99,151.0,145.5671476652941,162.0991581875488,158.3492390392085
2021-06-03 00:00:00-04:00,ABNB,134.75,144.19,145.4359907447899,161.92095760856822,157.79397476316112
2021-06-04 00:00:00-04:00,ABNB,143.17,150.73,145.94018210242896,161.80960479654266,157.51695614499795
2021-06-07 00:00:00-04:00,ABNB,140.4,148.97,146.22873618791192,161.68184753488552,157.18178139421371
2021-06-08 00:00:00-04:00,ABNB,144.31,147.01,146.30314226525365,161.5358590022001,156.78288800620533
2021-06-09 00:00:00-04:00,ABNB,151.0,144.85,146.16474776380093,161.36983055441704,156.31493161380513
2021-06-10 00:00:00-04:00,ABNB,144.19,146.12,146.16048607201037,161.2180909469104,155.91513037404806
2021-06-11 00:00:00-04:00,ABNB,150.73,148.44,146.37758263658083,161.09094576335906,155.62198800643833
2021-06-14 00:00:00-04:00,ABNB,148.97,149.21,146.64733667119216,160.9727273975545,155.37053749638193
2021-06-15 00:00:00-04:00,ABNB,147.01,151.78,147.13616175012623,160.88125747320075,155.22973210436695
2021-06-16 00:00:00-04:00,ABNB,144.85,149.15,147.32795586916183,160.76452854311916,154.99131123752903
2021-06-17 00:00:00-04:00,ABNB,146.12,150.7,147.64910292924165,160.66438398050107,154.82302452233182
2021-06-18 00:00:00-04:00,ABNB,148.44,152.52,148.1129978883615,160.58334533392892,154.73270983518157
2021-06-21 00:00:00-04:00,ABNB,149.21,149.7,148.26414094661277,160.47505334055649,154.53534866517444
2021-06-22 00:00:00-04:00,ABNB,151.78,149.68,148.398984665983,160.3676398744813,154.34494283516761
2021-06-23 00:00:00-04:00,ABNB,149.15,151.58,148.70193850731795,160.28020067175015,154.23651370437673
2021-06-24 00:00:00-04:00,ABNB,150.7,150.73,148.8950872209067,160.18517379939445,154.09900336302863
2021-06-25 00:00:00-04:00,ABNB,152.52,149.67,148.96888843796322,160.0805452043756,153.92531695663536
2021-06-28 00:00:00-04:00,ABNB,149.7,149.94,149.06137525339528,159.97964425706837,153.76903001715945
2021-06-29 00:00:00-04:00,ABNB,149.68,146.08,148.77743475307193,159.8413393390876,153.46749942825124
2021-06-30 00:00:00-04:00,ABNB,151.58,153.14,149.19291715754127,159.77465934566385,153.45465631341787
2021-07-01 00:00:00-04:00,ABNB,150.73,153.08,149.56311552348973,159.70804581983634,153.43996390897013
2021-07-02 00:00:00-04:00,ABNB,149.67,150.23,149.6266283307764,159.61373690620613,153.31408297136346
2021-07-06 00:00:00-04:00,ABNB,149.94,148.37,149.50694944213103,159.5018589270399,153.12019736464333
2021-07-07 00:00:00-04:00,ABNB,146.08,143.72,148.95581140002332,159.3448255048803,152.751562173873
2021-07-08 00:00:00-04:00,ABNB,153.14,142.53,148.34382936192586,159.17751380831433,152.350716598427
2021-07-09 00:00:00-04:00,ABNB,153.08,149.64,148.46727418459957,159.08261317340575,152.24441398672397
2021-07-12 00:00:00-04:00,ABNB,150.23,146.69,148.29800997654246,158.95930358959077,152.02659383038187
2021-07-13 00:00:00-04:00,ABNB,148.37,143.41,147.83248521687176,158.8045841508884,151.68868818997476
2021-07-14 00:00:00-04:00,ABNB,143.72,139.09,146.99986757716968,158.60841913446166,151.19462198644635
2021-07-15 00:00:00-04:00,ABNB,142.53,137.5,146.0951182841059,158.39838511322324,150.65757798697786
2021-07-16 00:00:00-04:00,ABNB,149.64,134.31,144.972726066572,158.1586996892111,150.01649649729245
2021-07-19 00:00:00-04:00,ABNB,146.69,131.88,143.72579977451753,157.89722009031348,149.30526134053588
2021-07-20 00:00:00-04:00,ABNB,143.41,136.09,142.998580748373,157.68023282573324,148.78701579776978
2021-07-21 00:00:00-04:00,ABNB,139.09,139.25,142.64157305805176,157.49684742448218,148.4130151782494
2021-07-22 00:00:00-04:00,ABNB,137.5,139.47,142.33951848109444,157.3174758083182,148.062308700671
2021-07-23 00:00:00-04:00,ABNB,134.31,138.73,141.9957548162283,157.13252580027523,147.6963358104486
2021-07-26 00:00:00-04:00,ABNB,131.88,142.0,141.99615911944466,156.9819534042526,147.47295009239178
2021-07-27 00:00:00-04:00,ABNB,136.09,141.58,141.9565249175928,156.8287001365486,147.24185401033722
2021-07-28 00:00:00-04:00,ABNB,139.25,143.3,142.0844749254411,156.69408620484165,147.0872715001279
2021-07-29 00:00:00-04:00,ABNB,139.47,143.47,142.2164296944467,156.5625032575298,146.94541771580919
2021-07-30 00:00:00-04:00,ABNB,138.73,144.01,142.3872459140232,156.43760272760414,146.8303032955814
2021-08-02 00:00:00-04:00,ABNB,142.0,145.49,142.68274630316384,156.32867135718024,146.77774238202917
2021-08-03 00:00:00-04:00,ABNB,141.58,145.65,142.96534189333872,156.22241592079038,146.73351719057706
2021-08-04 00:00:00-04:00,ABNB,143.3,147.4,143.38769028444932,156.1346306877477,146.75965377133875
2021-08-05 00:00:00-04:00,ABNB,143.47,150.32,144.04791025735892,156.07677366597906,146.89927519207058
2021-08-06 00:00:00-04:00,ABNB,144.01,149.99,144.61382356618188,156.01620875387977,147.0204800864992
2021-08-09 00:00:00-04:00,ABNB,145.49,149.44,145.0734594170217,155.95077384090584,147.11536322036198
2021-08-10 00:00:00-04:00,ABNB,145.65,147.95,145.34741566301963,155.87116415094658,147.14809407446543
2021-08-11 00:00:00-04:00,ABNB,147.4,148.16,145.61528083797015,155.79443614944464,147.18777665978052
2021-08-12 00:00:00-04:00,ABNB,150.32,151.15,146.14239694863966,155.74822285442528,147.3431579672401
2021-08-13 00:00:00-04:00,ABNB,149.99,152.76,146.77264485829303,155.71848929368474,147.5555831449954
2021-08-16 00:00:00-04:00,ABNB,149.44,148.57,146.9438215384556,155.64736004698142,147.59536419813284
2021-08-17 00:00:00-04:00,ABNB,147.95,143.9,146.65393377288842,155.53047089228508,147.45044795506882
2021-08-18 00:00:00-04:00,ABNB,148.16,146.74,146.66213055642285,155.44300352022256,147.42258725094848
2021-08-19 00:00:00-04:00,ABNB,151.15,142.65,146.2800228843826,155.31570995285716,147.23542696659757
2021-08-20 00:00:00-04:00,ABNB,152.76,143.7,146.0343064192033,155.20013074934616,147.09678277182906
2021-08-23 00:00:00-04:00,ABNB,148.57,146.79,146.10627723642202,155.11644785631785,147.0847520748946
2021-08-24 00:00:00-04:00,ABNB,143.9,161.42,147.56472702342944,155.1791697681953,147.64691866019285
2021-08-25 00:00:00-04:00,ABNB,146.74,160.35,148.78237206881712,155.23062081527794,148.14507871273432
2021-08-26 00:00:00-04:00,ABNB,142.65,152.73,149.15833663369168,155.20573901612096,148.32487954752906
2021-08-27 00:00:00-04:00,ABNB,143.7,154.18,149.6365902876258,155.1955326577516,148.55449211429263
2021-08-30 00:00:00-04:00,ABNB,146.79,156.02,150.2445340697567,155.20373631289837,148.8472571294184
2021-08-31 00:00:00-04:00,ABNB,161.42,154.99,150.69648320597034,155.2016095834168,149.0881490066961
2021-09-01 00:00:00-04:00,ABNB,160.35,156.59,151.25777051968745,155.21542441343254,149.38233924172764
2021-09-02 00:00:00-04:00,ABNB,152.73,157.2,151.8236971368601,155.23517143419443,149.6889141734246
2021-09-03 00:00:00-04:00,ABNB,154.18,158.0,152.41191645715912,155.2626821661925,150.0148391078001
2021-09-07 00:00:00-04:00,ABNB,156.02,165.0,153.6107815564773,155.35957090085725,150.60249247612168
2021-09-08 00:00:00-04:00,ABNB,154.99,163.93,154.59356426538423,155.44484880234126,151.12513982999926
2021-09-09 00:00:00-04:00,ABNB,156.59,166.0,155.67989147820478,155.54987518241748,151.70846767980322
2021-09-10 00:00:00-04:00,ABNB,157.2,165.2,156.5865684802805,155.645896324881,152.23754737863447
2021-09-13 00:00:00-04:00,ABNB,158.0,160.32,156.94213338692046,155.6924048191608,152.55450630496253
2021-09-14 00:00:00-04:00,ABNB,165.0,163.3,157.54764449292804,155.76810228364675,152.97589821457186
2021-09-15 00:00:00-04:00,ABNB,163.93,166.37,158.3878688269349,155.87359380321246,153.50115710811806
2021-09-16 00:00:00-04:00,ABNB,166.0,168.15,159.31759560532205,155.99574709870288,154.0756215352507
2021-09-17 00:00:00-04:00,ABNB,165.2,166.59,160.01020554767234,156.10116255045708,154.56638147504478
2021-09-20 00:00:00-04:00,ABNB,160.32,161.64,160.16542406694165,156.1562753609003,154.84377827994498
2021-09-21 00:00:00-04:00,ABNB,163.3,169.29,161.0344312986615,156.28695918815504,155.4102967787707
2021-09-22 00:00:00-04:00,ABNB,166.37,169.96,161.88448546069375,156.42300934548683,155.98087337568165
2021-09-23 00:00:00-04:00,ABNB,168.15,175.13,163.14596303586578,156.60914855597952,156.7318195178118
2021-09-24 00:00:00-04:00,ABNB,166.59,175.88,164.35872846102143,156.80089832159166,157.482728556329
2021-09-27 00:00:00-04:00,ABNB,161.64,174.26,165.3017067028289,156.97462072635196,158.1406607698063
2021-09-28 00:00:00-04:00,ABNB,169.29,168.58,165.6139251120833,157.09009713703503,158.55004662197075
2021-09-29 00:00:00-04:00,ABNB,169.96,168.07,165.8478370061706,157.19934990184066,158.9233781269915
2021-09-30 00:00:00-04:00,ABNB,175.13,167.75,166.0289953865353,157.30433149485717,159.26952016122715
2021-10-01 00:00:00-04:00,ABNB,175.88,173.01,166.69385296877005,157.46060680336606,159.8083625078457
2021-10-04 00:00:00-04:00,ABNB,174.26,164.5,166.48491459079196,157.5306505167654,159.99234829185175
2021-10-05 00:00:00-04:00,ABNB,168.58,164.74,166.31873224881178,157.60238533749413,160.17853071177913
2021-10-06 00:00:00-04:00,ABNB,168.07,167.25,166.4074244155916,157.69838150329022,160.45584323288583
2021-10-07 00:00:00-04:00,ABNB,167.75,169.6,166.7114792331543,157.8168055679341,160.81443761590992
2021-10-08 00:00:00-04:00,ABNB,173.01,169.97,167.02181454428248,157.93773287571585,161.1734792780311
2021-10-11 00:00:00-04:00,ABNB,164.5,166.67,166.98830839720796,158.02462110580825,161.38902911026517
2021-10-12 00:00:00-04:00,ABNB,164.74,172.75,167.5370409308072,158.17114228883503,161.83455738045086
2021-10-13 00:00:00-04:00,ABNB,167.25,173.58,168.1125608421589,158.3244642561103,162.29516297337437
2021-10-14 00:00:00-04:00,ABNB,169.6,170.5,168.33993600004854,158.44561386550225,162.616921288144
2021-10-15 00:00:00-04:00,ABNB,169.97,169.18,168.419942095282,158.5524236777858,162.87429692390307
2021-10-18 00:00:00-04:00,ABNB,166.67,172.32,168.79137618144563,158.68941448696208,163.24471665237746
2021-10-19 00:00:00-04:00,ABNB,172.75,170.74,168.97695940226032,158.8093208104749,163.53864933267639
2021-10-20 00:00:00-04:00,ABNB,173.58,169.76,169.05153469728313,158.91828279246025,163.78262386864986
2021-10-21 00:00:00-04:00,ABNB,170.5,170.5,169.18948377373235,159.03352375969945,164.04605038360478
2021-10-22 00:00:00-04:00,ABNB,169.18,166.64,168.94667579528164,159.10921009044873,164.14777389797322
2021-10-25 00:00:00-04:00,ABNB,172.32,169.24,168.97461143382625,159.21001397014575,164.34746903922917
2021-10-26 00:00:00-04:00,ABNB,170.74,171.14,169.180838916319,159.32872029880102,164.61384280239665
2021-10-27 00:00:00-04:00,ABNB,169.76,169.1,169.17313997190766,159.42594696249455,164.789770535636
2021-10-28 00:00:00-04:00,ABNB,170.5,171.7,169.41379330791645,159.54807684346477,165.06075992639538
2021-10-29 00:00:00-04:00,ABNB,166.64,170.66,169.53247965954347,159.6586432430323,165.28033796849752
2021-11-01 00:00:00-04:00,ABNB,169.24,174.6,170.01510064434885,159.80731345951955,165.6458149109094
2021-11-02 00:00:00-04:00,ABNB,171.14,172.87,170.28699582107754,159.93729044002185,165.92911628695217
2021-11-03 00:00:00-04:00,ABNB,169.1,172.87,170.53299621907016,160.06597411723558,166.2013078051109
2021-11-04 00:00:00-04:00,ABNB,171.7,178.45,171.2869965791587,160.24889974790986,166.6816486754987
2021-11-05 00:00:00-04:00,ABNB,170.66,201.62,174.17585404781025,160.66055248673663,168.05178009998895
2021-11-08 00:00:00-05:00,ABNB,174.6,200.32,176.66577270992354,161.05517385502782,169.31720048822467
2021-11-09 00:00:00-05:00,ABNB,172.87,194.68,178.38141340421654,161.3897492395549,170.31182007692175
2021-11-10 00:00:00-05:00,ABNB,172.87,192.22,179.6993740323864,161.69651790383796,171.1709643876307
2021-11-11 00:00:00-05:00,ABNB,178.45,191.61,180.83371936263532,161.99416449185946,171.9724951959589
2021-11-12 00:00:00-05:00,ABNB,201.62,206.54,183.28193656619385,162.43740663621907,173.3280836196468
2021-11-15 00:00:00-05:00,ABNB,200.32,207.21,185.56079975036587,162.88290507764972,174.6567862227979
2021-11-16 00:00:00-05:00,ABNB,194.68,207.04,187.60643786937865,163.32227915647908,175.92671617484504
2021-11-17 00:00:00-05:00,ABNB,192.22,199.11,188.7020152151521,163.67837588129024,176.83586456014524
2021-11-18 00:00:00-05:00,ABNB,191.61,204.33,190.19039471847094,164.08286965361572,177.91406594994348
2021-11-19 00:00:00-05:00,ABNB,206.54,196.42,190.78369045956893,164.40463214462451,178.63978885386726
2021-11-22 00:00:00-05:00,ABNB,207.21,181.73,189.92143422532428,164.5770238645785,178.760973604696
2021-11-23 00:00:00-05:00,ABNB,207.04,178.27,188.81177382291244,164.71327238333893,178.7417197378452
2021-11-24 00:00:00-05:00,ABNB,199.11,179.89,187.96208107787317,164.8642845984301,178.78675033636108
2021-11-26 00:00:00-05:00,ABNB,204.33,173.86,186.61902573712334,164.95379420441586,178.5935444408175
2021-11-29 00:00:00-05:00,ABNB,196.42,180.08,185.99626138120684,165.10430371481968,178.6518368156874
2021-11-30 00:00:00-05:00,ABNB,181.73,172.54,184.71471267823475,165.17829074253294,178.41215694056243
2021-12-01 00:00:00-05:00,ABNB,178.27,163.08,182.6542638517362,165.15741222768187,177.8108958840698
2021-12-02 00:00:00-05:00,ABNB,179.89,169.6,181.41100062776133,165.20161708113778,177.48889996704744
2021-12-03 00:00:00-05:00,ABNB,173.86,166.75,180.01471485368882,165.21702387635034,177.06776663500636
2021-12-06 00:00:00-05:00,ABNB,180.08,180.85,180.09426582000415,165.3725758775807,177.21608951206494
2021-12-07 00:00:00-05:00,ABNB,172.54,183.14,180.38433574190853,165.549366167356,177.4483997272781
2021-12-08 00:00:00-05:00,ABNB,163.08,186.49,180.9658275760125,165.75773068310372,177.80297228699268
2021-12-09 00:00:00-05:00,ABNB,169.6,181.46,181.01289161639224,165.913972168844,177.94638513848318
2021-12-10 00:00:00-05:00,ABNB,166.75,180.42,180.9564257481644,166.05831075422864,178.0433896428564
2021-12-13 00:00:00-05:00,ABNB,180.85,171.04,180.01200424833922,166.10787980145025,177.768746911764
2021-12-14 00:00:00-05:00,ABNB,183.14,167.96,178.86419431992596,166.12630885815224,177.3840901701262
2021-12-15 00:00:00-05:00,ABNB,186.49,168.14,177.842842479933,166.14634558593184,177.02157683012126
2021-12-16 00:00:00-05:00,ABNB,181.46,156.38,175.7987622437489,166.04916801791262,176.21210322894004
2021-12-17 00:00:00-05:00,ABNB,180.42,157.91,174.09507060148712,165.96818127146574,175.49437369055025
2021-12-20 00:00:00-05:00,ABNB,171.04,157.23,172.4888734013455,165.88123419413773,174.77812374190123
2021-12-21 00:00:00-05:00,ABNB,167.96,165.66,171.83850450597927,165.87903285887268,174.42055026182666
2021-12-22 00:00:00-05:00,ABNB,168.14,169.29,171.5957897911241,165.91297283042618,174.21935221234327
2021-12-23 00:00:00-05:00,ABNB,156.38,171.31,171.56857171577894,165.96667459330752,174.10525996872198
2021-12-27 00:00:00-05:00,ABNB,157.91,171.68,171.5791839333238,166.02352360232933,174.01015173465447
